Identifier,ACM Classification Code,Australian Educational Vocabulary,BabelNet,Basisklassifikation,BIBFRAME,BNCF Thesaurus,COAR,Cultureel Woordenboek,DBpedia,DCAT,DCMI Metadata Terms,Dictionary of Algorithms and Data Structures,Elhuyar ZTH,Encyclopædia Britannica Online,Encyclopædia Universalis,EuroVoc,File Format Wiki,Freebase,Gran Enciclopèdia Catalana,Great Russian Encyclopedia Online,GS1 Global Product Classification Brick Code,IAO,IUPAC Gold Book,Library of Congress Subject Headings,MathWorld,Microsoft Academic,National Diet Library,NicoNicoPedia,NIST/CODATA,Nomenclature for Museum Cataloging,OmegaWiki Defined Meaning,Princeton WordNet,PRONOM,PSH,QUDT,ROR,Schema.org,SPAR FaBiO,Store Norske Leksikon,Techopedia,Treccani,UNESCO Thesaurus,Unified Astronomy Thesaurus,UNSPSC Code,U.S. National Archives,VIAF,WikiData Item,WikiData Property,WordLift,World of Physics,YSO
peripheralEquipment,,,,,,,,,,,,,,https://www.britannica.com/technology/input-output-device,,,,https://tools.wmflabs.org/freebase/m/0ggnq,,,,,,,,https://academic.microsoft.com/v2/detail/46762472,,,,https://www.nomenclature.info/nom/10493,http://www.omegawiki.org/DefinedMeaning:1220169,,,https://psh.techlib.cz/skos/PSH13913,,,,,,https://www.techopedia.com/definition/5311,,http://vocabularies.unesco.org/thesaurus/concept6069,,,,,https://www.wikidata.org/wiki/Q178648,,,,
Permeability,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/136499,https://www.britannica.com/science/magnetic-permeability,,,,https://tools.wmflabs.org/freebase/m/038jzf,,,,,https://dx.doi.org/10.1351/goldbook.P04503,https://id.loc.gov/authorities/sh85079728,,https://academic.microsoft.com/v2/detail/120882062,,,,,,,,https://psh.techlib.cz/skos/PSH3395,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q28352,,,,
perpendicularity,,http://vocabulary.curriculum.edu.au/scot/7538.html,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0k6gz,,,,,,,https://mathworld.wolfram.com/Perpendicular.html,https://academic.microsoft.com/v2/detail/199631012,,,,,http://www.omegawiki.org/DefinedMeaning:705826,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q205034,,,,
perturbation,,,,,,,,,,,,,,https://www.britannica.com/topic/perturbation-astronomy,,,,https://tools.wmflabs.org/freebase/m/055ftp,,,,,,,,https://academic.microsoft.com/v2/detail/177918212,,,,,,,,,,,,,https://snl.no/perturbasjon_-_astronomi,,,,,,,,https://www.wikidata.org/wiki/Q803623,,,,
phase,,,,,,,,,,,,,,,,,,,https://www.enciclopedia.cat/EC-GEC-0097838.xml,,,,,,,https://academic.microsoft.com/v2/detail/120418882,,,,,,,,https://psh.techlib.cz/skos/PSH3148,,,,,https://snl.no/fase_-_fysikk,,,,,,,,https://www.wikidata.org/wiki/Q185553,,,,
phaseDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phaseDistortion,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/068786,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/57747864,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7180948,,,,
phaseMargin,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0gmzs3,,,,,,,,https://academic.microsoft.com/v2/detail/81455027,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7180955,,,,
phaseNoise,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0bdnv,,,,,,,,https://academic.microsoft.com/v2/detail/89631360,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1428766,,,,
phaseResponse,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0592wt,,,,,,,,https://academic.microsoft.com/v2/detail/54767332,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1751572,,,,
phaseShiftModule,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/103864889,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q4480524,,,,
phaseVelocity,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/136923,https://www.britannica.com/science/phase-velocity,,,,,https://www.enciclopedia.cat/EC-GEC-0217022.xml,https://bigenc.ru/text/4705060,,,,,,https://academic.microsoft.com/v2/detail/26682833,,,,,,,,https://psh.techlib.cz/skos/PSH3117,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q13824,,,,
phaseChangeMaterial,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2778119658,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1806889,,,,
phaseLockedLoop,,,https://babelnet.org/synset?word=bn:03151502n,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0bdnb,,,,,,https://id.loc.gov/authorities/sh85100640,,https://academic.microsoft.com/v2/detail/12707504,,,,,,,,https://psh.techlib.cz/skos/PSH1886,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q52637,,,,
phasedArray,,,,,,,,,,,,,,https://www.britannica.com/technology/phased-array,,,,https://tools.wmflabs.org/freebase/m/0bd9k,,,,,,,,https://academic.microsoft.com/v2/detail/55494473,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q727898,,,,
photodiode,,,,,,,,,,,,,,https://www.britannica.com/technology/photodiode,,,,https://tools.wmflabs.org/freebase/m/0bsrc,,https://bigenc.ru/text/4734529,,,,,,https://academic.microsoft.com/v2/detail/751236,,,,,,,,https://psh.techlib.cz/skos/PSH1993,,,,,,,,,,https://www.unspsc.org/search-code/?CSS=32111508,,,https://www.wikidata.org/wiki/Q175943,,,,
photographicMagnitude,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/083b3r,,,,,,,,https://academic.microsoft.com/v2/detail/2777566755,,,,,,,,,,,,,,,,,http://astrothesaurus.org/uat/1228,,,,https://www.wikidata.org/wiki/Q1322559,,,,
photometer,,,https://babelnet.org/synset?word=bn:00032385n,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/057920,https://www.britannica.com/technology/photometer,,,,https://tools.wmflabs.org/freebase/m/03jd5t,,https://bigenc.ru/text/4734643,,,,,,https://academic.microsoft.com/v2/detail/11494860,,,,https://www.nomenclature.info/nom/9991,,,,https://psh.techlib.cz/skos/PSH2376,,,,,,,,,,https://www.unspsc.org/search-code/?CSS=41115311,,,https://www.wikidata.org/wiki/Q690868,,,,
pidController,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0hjcv,,,,,,https://id.loc.gov/authorities/sh88000745,,https://academic.microsoft.com/v2/detail/47116090,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q716829,,,,
pinkNoise,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/136841,https://www.britannica.com/science/pink-noise,,,,https://tools.wmflabs.org/freebase/m/0cj0r,https://www.enciclopedia.cat/EC-GEC-0211594.xml,,,,,,,https://academic.microsoft.com/v2/detail/42378288,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q974572,,,,
pitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q55899579,,,,
pixel,,,,,,,,,,,,,,,https://www.britannica.com/technology/pixel,,,https://tools.wmflabs.org/freebase/m/05x50,,https://bigenc.ru/text/3138932,,,,,,https://academic.microsoft.com/v2/detail/160633673,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q355198,,,,
planeCurve,,,https://babelnet.org/synset?word=bn:03870306n,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/03vk1_,,,,,,https://id.loc.gov/authorities/sh85034926,https://mathworld.wolfram.com/PlaneCurve.html,https://academic.microsoft.com/v2/detail/43809302,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1060874,,,,
plasmaPropulsionEngine,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2778365669,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15237980,,,,
plating,,http://vocabulary.curriculum.edu.au/scot/3937.html,https://babelnet.org/synset?word=bn:00054553n,,,,,,,,,,,https://www.britannica.com/technology/plating,,,,https://tools.wmflabs.org/freebase/m/04hcln,,,,,,,,,,,,,,,,https://psh.techlib.cz/skos/PSH10876,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1193988,,,,
accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pointingStability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poissonsRatio,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/137022,https://www.britannica.com/science/Poissons-ratio,,,,https://tools.wmflabs.org/freebase/m/01j_v5,https://www.enciclopedia.cat/EC-GEC-0051736.xml,,,,,,,https://academic.microsoft.com/v2/detail/149505630,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q190453,https://www.wikidata.org/wiki/Property:P5593,,,
polarimeter,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/029914,,,,,,https://www.enciclopedia.cat/EC-GEC-0133048.xml,,,,,,,https://academic.microsoft.com/v2/detail/77530849,,,,,,,,https://psh.techlib.cz/skos/PSH3748,,,,,,,,,http://astrothesaurus.org/uat/1277,,,,https://www.wikidata.org/wiki/Q693545,,,,
Polarization,,http://vocabulary.curriculum.edu.au/scot/5055.html,,,,,,https://www.cultureelwoordenboek.nl/techologie-en-techniek/polarisatie,,,,,,https://www.britannica.com/science/polarization-physics,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/103716073,https://id.ndl.go.jp/auth/ndlna/00563102,,,,,,,https://psh.techlib.cz/skos/PSH3467,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q193760,,,,
polarizationController,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2779030962,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7209155,,,,
polarizationCurve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polarizationLossFactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
position,,,,,http://id.loc.gov/ontologies/bibframe/Place,,,,http://dbpedia.org/ontology/Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://schema.org/Place,,,,,,,,,,https://www.wikidata.org/wiki/Q17334923,https://www.wikidata.org/wiki/Property:P276,,,http://www.yso.fi/onto/yso/p1467
positionVector,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/133740,https://www.britannica.com/science/position-vector,,,,https://tools.wmflabs.org/freebase/m/04vh70,,https://bigenc.ru/text/3490028,,,,,,https://academic.microsoft.com/v2/detail/141913781,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q192388,,,,
potential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q67540341,,,,
potentialEnergy,,http://vocabulary.curriculum.edu.au/scot/2302.html,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=19763,,https://www.cultureelwoordenboek.nl/natuurkunde-scheikunde-en-sterrenkunde/potentiele-energie,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/016876,https://www.britannica.com/science/potential-energy,,,,https://tools.wmflabs.org/freebase/m/05xgl,,https://bigenc.ru/text/3163114,,,https://dx.doi.org/10.1351/goldbook.P04778,,,https://academic.microsoft.com/v2/detail/84551667,,,,,,,,https://psh.techlib.cz/skos/PSH2961,,,,,https://snl.no/potensiell_energi,,,,,,,,https://www.wikidata.org/wiki/Q155640,,,,
power,,,https://babelnet.org/synset?word=bn:00030160n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=38809,,,,,,,,https://www.britannica.com/technology/electric-power,,,,https://tools.wmflabs.org/freebase/m/092g9s,,https://bigenc.ru/text/2235506,,,,https://id.loc.gov/authorities/sh85041875,,https://academic.microsoft.com/v2/detail/40293303,https://id.ndl.go.jp/auth/ndlna/00561409,,,,,,,https://psh.techlib.cz/skos/PSH3290,,,,,https://snl.no/elektrisk_effekt,,,http://vocabularies.unesco.org/thesaurus/concept9508,,,https://catalog.archives.gov/id/10638903,,https://www.wikidata.org/wiki/Q27137,,,,http://www.yso.fi/onto/yso/p1213
powerAmplifierClass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1707667,,,,
powerConditioner,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/09fzsn,,,,,,,,https://academic.microsoft.com/v2/detail/2780765089,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1326101,,,,
powerConditioningDistributionUnit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
powerDensity,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/21881925,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3503313,,,,
powerDissipation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
powerDistribution,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/206888370,https://id.ndl.go.jp/auth/ndlna/00562775,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q844861,,,,http://www.yso.fi/onto/yso/p187
powerGain,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/135290,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/98377741,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7236514,,,,
powerInverter,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/01gkzr,,,,,,https://id.loc.gov/authorities/sh85041752,,https://academic.microsoft.com/v2/detail/2777042010,https://id.ndl.go.jp/auth/ndlna/00564069,,,,,,,https://psh.techlib.cz/skos/PSH2287,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q324963,,,,
powerRegulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
powerSource,,,,,,,,,,,,,,https://www.britannica.com/technology/power-source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1753139,https://www.wikidata.org/wiki/Property:P516,,,
powerSpectralDensity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
powerSpectralEfficiency,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/05kwcp,,,,,,,,https://academic.microsoft.com/v2/detail/137246740,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q583970,,,,
powerStandingWaveRatio,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0bgqs,,,,,,,,https://academic.microsoft.com/v2/detail/163985990,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q188364,,,,
powerSupplyRejectionRatio,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/135292,,,,,https://tools.wmflabs.org/freebase/m/02qqf1w,,,,,,,,https://academic.microsoft.com/v2/detail/15892472,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1482413,,,,
powerSupplyUnit,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0265t0k,,,,,,,,https://academic.microsoft.com/v2/detail/37454539,,,,,,,,,,,,,,,,,,https://www.unspsc.org/search-code/?CSS=39121004,,,https://www.wikidata.org/wiki/Q3972,,,,
preamplifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q70090695,,,,
precision,,,,,,,,,,,,,,https://www.britannica.com/science/precision-measurement,,,,,,,,,,,,,,,,,,,,,,,,,https://snl.no/presisjon,,,,,,,,https://www.wikidata.org/wiki/Q962365,,,,
prefixCode,,,,,,,,,,,,https://xlinux.nist.gov/dads/HTML/prefixcode.html,,,,,,https://tools.wmflabs.org/freebase/m/0hhz1,,,,,,,,https://academic.microsoft.com/v2/detail/20079647,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1278039,,,,
preselector,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2776326239,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7240908,,,,
pressure,,http://vocabulary.curriculum.edu.au/scot/2709.html,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=23298,,https://www.cultureelwoordenboek.nl/natuurkunde-scheikunde-en-sterrenkunde/druk,,,,,,https://www.britannica.com/science/pressure,,,,https://tools.wmflabs.org/freebase/m/05wnx,,,,,https://dx.doi.org/10.1351/goldbook.P04819,,,,https://id.ndl.go.jp/auth/ndlna/00560407,,,,http://www.omegawiki.org/DefinedMeaning:2956,,,https://psh.techlib.cz/skos/PSH3069,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q39552,https://www.wikidata.org/wiki/Property:P2077,,,http://www.yso.fi/onto/yso/p17388
pressureDrop,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/136550,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/114088122,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1261069,,,,
pressureRegulator,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/027jwsf,,,,,,,,https://academic.microsoft.com/v2/detail/161363250,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1260990,,,,
pressureVolumeWork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pressurization,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/04_hz8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q902751,,,,
primaryBody,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/137807,,,,,https://tools.wmflabs.org/freebase/m/04q97_y,https://www.enciclopedia.cat/EC-GEC-0203511.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7243056,https://www.wikidata.org/wiki/Property:P397,,,
printedCircuitBoard,,http://vocabulary.curriculum.edu.au/scot/3759.html,https://babelnet.org/synset?word=bn:00001275n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=13210,,,,,,,,https://www.britannica.com/technology/printed-circuit,,,,https://tools.wmflabs.org/freebase/m/0hgfx,,,,,,https://id.loc.gov/authorities/sh85106738,,https://academic.microsoft.com/v2/detail/120793396,,,,https://www.nomenclature.info/nom/8773,http://www.omegawiki.org/DefinedMeaning:357190,,,https://psh.techlib.cz/skos/PSH1959,,,,,,,http://www.treccani.it/enciclopedia/circuito-stampato,,,,,,https://www.wikidata.org/wiki/Q173350,,,,
processingDelay,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/21434264,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7247320,,,,
progradeMotion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
programmableLogicDevice,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0jp49,,,,,,,,https://academic.microsoft.com/v2/detail/206274596,,,,,,,,https://psh.techlib.cz/skos/PSH13840,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1063837,,,,
programmingLanguage,,http://vocabulary.curriculum.edu.au/scot/16498.html,https://babelnet.org/synset?word=bn:00064652n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=5676,,https://www.cultureelwoordenboek.nl/techologie-en-techniek/programmeertaal,http://dbpedia.org/ontology/ProgrammingLanguage,,,,,https://www.britannica.com/technology/computer-programming-language,,,http://fileformats.archiveteam.org/wiki/Programming_Languages,https://tools.wmflabs.org/freebase/m/05r20,,https://bigenc.ru/text/4924750,,,,https://id.loc.gov/authorities/sh85107313,,https://academic.microsoft.com/v2/detail/199360897,https://id.ndl.go.jp/auth/ndlna/00569224,,,,http://www.omegawiki.org/DefinedMeaning:488500,,,https://psh.techlib.cz/skos/PSH12474,,,,,,,http://www.treccani.it/enciclopedia/linguaggio-di-programmazione,,,,,,https://www.wikidata.org/wiki/Q9143,https://www.wikidata.org/wiki/Property:P277,,,
proofPressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
propagationConstant,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0bf23,,,,,,,,https://academic.microsoft.com/v2/detail/52638558,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1434913,,,,
propagationDelay,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/04pbbx,,,,,,,,https://academic.microsoft.com/v2/detail/90806461,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1144416,,,,
propagationTime,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2779214922,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q6146512,,,,
propagationVelocity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
propellant,,,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=23880,,,,,,,,https://www.britannica.com/science/propellant,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/76737569,,,,,,,,,,,,,,,,,,,https://catalog.archives.gov/id/10647447,,https://www.wikidata.org/wiki/Q1364934,,,,
propellantTank,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2779664251,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7250141,,,,
proportionality,,,,,,,,,,,,,,https://www.britannica.com/topic/proportionality,,,,https://tools.wmflabs.org/freebase/m/0l1g0,,,,,,,https://mathworld.wolfram.com/Proportional.html,https://academic.microsoft.com/v2/detail/205942526,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q51379,,,,
propulsionSystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q29380218,,,,
propulsiveEfficiency,,,,,,,,,,,,,,https://www.britannica.com/science/propulsive-efficiency,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/42021957,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7250457,,,,
pseudorange,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/050r55,,,,,,,,https://academic.microsoft.com/v2/detail/174201072,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1187347,,,,
pulse,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/02lvcc,,,,,,,,https://academic.microsoft.com/v2/detail/7766398,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q952658,,,,
pulseWidthModulation,,,,,,,,,,,,,,https://www.britannica.com/technology/pulse-duration-modulation,,,,https://tools.wmflabs.org/freebase/m/0kz6g,,,,,,,,https://academic.microsoft.com/v2/detail/92746544,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q585184,,,,
pump,,http://vocabulary.curriculum.edu.au/scot/7649.html,https://babelnet.org/synset?word=bn:00065198n,,,,,,,,,,,https://www.britannica.com/technology/pump,,,,https://tools.wmflabs.org/freebase/m/05wn0,,https://bigenc.ru/text/2250771,,,,https://id.loc.gov/authorities/sh85109065,,https://academic.microsoft.com/v2/detail/2778870508,https://id.ndl.go.jp/auth/ndlna/00569125,,,,http://www.omegawiki.org/DefinedMeaning:3055,,,https://psh.techlib.cz/skos/PSH10973,,,,,,,,http://vocabularies.unesco.org/thesaurus/concept4170,,,,,https://www.wikidata.org/wiki/Q134574,,,,http://www.yso.fi/onto/yso/p16383
purpose,,,,,,,,,,,,,,https://www.britannica.com/topic/use,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.treccani.it/enciclopedia/funzione_(Dizionario-di-filosofia),,,,,,https://www.wikidata.org/wiki/Q1724915,https://www.wikidata.org/wiki/Property:P366,,,
pushBroomScanner,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/05q707t,,,,,,,,https://academic.microsoft.com/v2/detail/2777520932,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q184895,,,,
quality,,,https://babelnet.org/synset?word=bn:00065538n,,,,,,,,,,,https://www.britannica.com/topic/quality-philosophy,,,,https://tools.wmflabs.org/freebase/m/02vq979,,,,,,,,,,,,,http://www.omegawiki.org/DefinedMeaning:370433,,,,,,,,,,http://www.treccani.it/enciclopedia/qualita_(Dizionario-di-filosofia),,,,,,https://www.wikidata.org/wiki/Q1207505,https://www.wikidata.org/wiki/Property:P1552,http://data.thenextweb.com/tnw/entity/quality,,
qualityFactor,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/017131,https://www.britannica.com/technology/quality-factor,,,,https://tools.wmflabs.org/freebase/m/01hc07,https://www.enciclopedia.cat/EC-GEC-0107849.xml,,,,,,,https://academic.microsoft.com/v2/detail/187725362,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q830521,,,,
qualityOfService,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/06bbz,,,,,,https://id.loc.gov/authorities/sh2012001112,,https://academic.microsoft.com/v2/detail/5119721,,,,,http://www.omegawiki.org/DefinedMeaning:981838,,,,,,,,,,,,,,https://catalog.archives.gov/id/10643425,,https://www.wikidata.org/wiki/Q220501,,,,
quantity,,,,,,,,,,,,,,https://www.britannica.com/topic/quantity,,,,https://tools.wmflabs.org/freebase/m/0334cs,https://www.enciclopedia.cat/EC-GEC-0136020.xml,,,,,,,,,,,,,,,https://psh.techlib.cz/skos/PSH8017,,,,,,,http://www.treccani.it/enciclopedia/quantita_(Dizionario-di-filosofia),,,,,,https://www.wikidata.org/wiki/Q309314,,,,
queuingDelay,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0bfd0,,,,,,,,https://academic.microsoft.com/v2/detail/196095461,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q576842,,,,
quiescentCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rValue,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/01lncs,,,,,,,,https://academic.microsoft.com/v2/detail/114564131,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3361425,,,,
